search_term,ol_key,title,author,first_publish_year,publisher,language,subject,isbn,cover_i
graphic biography,/works/OL957949W,Renoir,Auguste Renoir,1920.0,,"eng, mul, fre, ita",,,8243184.0
graphic biography,/works/OL5429008W,Louis Riel,"Chester Brown, Chester Brown",2003.0,,eng,,,943967.0
graphic biography,/works/OL2380797W,Raymond Pettibon,"Raymond Pettibon, Roberto Ohrt, Thomas Mie gang, Gerald Matt, Edward Dimendberg, Uwe Koch",1995.0,,"ita, eng, mul, ger",,,939412.0
graphic biography,/works/OL1742777W,Christians courageous,Anne E. Schraff,1980.0,,eng,,,15097236.0
graphic biography,/works/OL17513765W,Women Of The Media A Biography Graphic Novel,Joshua LaBello,2010.0,,eng,,,7729254.0
graphic biography,/works/OL2936881W,Willem de Kooning,"Willem De Kooning, Brenda Richardson, Willem de Kooning",1965.0,,"dut, ita, spa, fre, eng",,,3811034.0
graphic biography,/works/OL17113323W,In Real Life,"Cory Doctorow, Jen Wang",2014.0,,eng,,,10847856.0
graphic biography,/works/OL5712332W,George Washington,"Matt Doeden, Cynthia Martin",2000.0,,"eng, spa",,,2561150.0
graphic biography,/works/OL32457584W,Easy Reader Biographies : Teacher's Guide,Scholastic Staff,1948.0,,eng,,,
graphic biography,/works/OL813647W,Ernst Ludwig Kirchner,"Ernst Ludwig Kirchner, Wolfgang Henze, Jill Lloyd, Roland Scotti, Magdalena M. Moeller, Jobst Broelmann, Klaus Freymann, Andrew Robison, Norman Rosenthal, Eberhard Kornfeld, Kurt Wyss, Magdalena Moeller",1960.0,,"ita, eng, ger, fre",,,5366231.0
graphic biography,/works/OL2019569W,David Hockney,"David Hockney, Sarah Howgate, Barbara Stern Shapiro, R.B. Kitha, Henry Geldzahler",1968.0,,"dut, spa, fre, eng, ger",,,3887167.0
graphic biography,/works/OL15839594W,Rouault,"Georges Rouault, Fabrice Hergott, Sarah Whitfield",1930.0,,"jpn, fre, ita, eng, ger",,,7390963.0
graphic biography,/works/OL1487426W,"[Edward VII, a sketch biography]",Walter Besant,1902.0,,eng,,,
graphic biography,/works/OL20883849W,Graphic design,Anna Gerber,2010.0,,eng,,,10209876.0
graphic biography,/works/OL4325476W,The Thames and Hudson dictionary of graphic design and designers,Alan Livingston,1996.0,,eng,,,316123.0
graphic biography,/works/OL19354739W,The Life and Times of Conrad Black: A Wordless Biography (Graphic Novels),George A. Walker,2013.0,,eng,,,8468597.0
graphic biography,/works/OL4160498W,Victor Pasmore,Victor Pasmore,1945.0,,"eng, mul, ger",,,12692439.0
graphic biography,/works/OL29020983W,Funny Little Man,Virginia Smith,1993.0,,eng,,,
graphic biography,/works/OL1259002W,Henri de Toulouse-Lautrec,"Henri de Toulouse-Lautrec, Riva Castleman, Wlofgang Wittrock",1930.0,,"eng, ger, ita, fre",,,4791413.0
graphic biography,/works/OL7203129W,Indian biography,B. B. Thatcher,1800.0,,eng,,,5633371.0
graphic biography,/works/OL32130862W,Musikalische Grafik,León Schidlowsky,2011.0,,"eng, ger",,,
graphic biography,/works/OL145158W,Graphic works,Pablo Picasso,1966.0,,eng,,,
graphic biography,/works/OL37612564W,Angel of Marye's Heights,"Dante Ginevra, Nel Yomtov",2024.0,,eng,,,
graphic biography,/works/OL36367698W,Alexander Hamilton : the Graphic History of an American Father,Sidney Brehony,2021.0,,eng,,,
graphic biography,/works/OL20023130W,Graphic design visionaries,Caroline Roberts,2015.0,,eng,,,
graphic biography,/works/OL3903465W,The funny little man,"Smith, Virginia Grace St. George.",1993.0,,eng,,,3930659.0
graphic biography,/works/OL8017991W,The funny little man,Virginia Smith,1993.0,,eng,,,3930660.0
graphic biography,/works/OL37617702W,Great Explorer of Mammoth Cave,"Shawn Pryor, Alessandro Valdrighi",2024.0,,eng,,,
graphic biography,/works/OL20058121W,The Koran in English,Bruce B. Lawrence,2017.0,,eng,,,13783250.0
graphic biography,/works/OL4926501W,Abraham Lincoln (Bio-Graphics) (Bio-Graphics),Joe Dunn,2007.0,,eng,,,2980227.0
graphic biography,/works/OL18256181W,Seven graphic designers,Takenobu Igarashi,1985.0,,eng,,,14324223.0
graphic biography,/works/OL8819768W,Patrick Henry (Bio-Graphics) (Bio-Graphics),Rod Espinosa,2007.0,,eng,,,2980233.0
graphic biography,/works/OL42425661W,Spy Who Wore Petticoats,"Bruce Berglund, Alessandro Valdrighi, Dante Ginevra",2025.0,,eng,,,
graphic biography,/works/OL15928053W,Just my type,Simon Garfield,2010.0,,eng,,,6944207.0
graphic biography,/works/OL4926505W,Jackie Robinson (Bio-Graphics) (Bio-Graphics),Joe Dunn,2007.0,,eng,,,2980231.0
graphic biography,/works/OL20007464W,Graphic icons,John Clifford,2014.0,,eng,,,12712373.0
graphic biography,/works/OL21317901W,Graphic Girlhoods,Elizabeth Marshall,2018.0,,eng,,,
graphic biography,/works/OL8819747W,Benjamin Franklin (Bio-Graphics) (Bio-Graphics),Rod Espinosa,2007.0,,eng,,,2980229.0
graphic biography,/works/OL4926504W,California Gold Rush (Graphic History) (Graphic History),Joe Dunn,2007.0,,eng,,,2980239.0
graphic biography,/works/OL42424015W,Mailing Himself to Freedom,"Elliott Smith, Dante Ginevra",2025.0,,eng,,,
graphic biography,/works/OL3652291W,"Century of Graphic Design, A",Jeremy Aynsley,2001.0,,eng,,,518115.0
graphic biography,/works/OL4926502W,Anne Frank (Bio-Graphics) (Bio-Graphics),Joe Dunn,2007.0,,eng,,,2980228.0
graphic biography,/works/OL19396698W,Bag of Marbles,Joseph Joffo,1975.0,,"eng, fre",,,8497221.0
graphic biography,/works/OL2185030W,Lyonel Feininger,Lyonel Feininger,1950.0,,"ita, eng, mul, ger",,,4500574.0
graphic biography,/works/OL39441150W,Cabinet biographies,Alfred H. Miles,1885.0,,eng,,,
graphic biography,/works/OL8819755W,George Washington (Bio-Graphics) (Bio-Graphics),Rod Espinosa,2007.0,,eng,,,2980230.0
graphic biography,/works/OL4926512W,Wright Brothers (Bio-Graphics) (Bio-Graphics Series),Joe Dunn,2007.0,,eng,,,2980234.0
graphic biography,/works/OL11011351W,Early master printers,"Portland Club of Printing House Craftsmen, Portland, Or.",1954.0,,eng,,,
graphic biography,/works/OL7970696W,Biographies,L. Johnson,1992.0,,eng,,,
graphic biography,/works/OL26794363W,Graphic Lives,"Diego Agrimbau, Emanuel Castro",2017.0,,eng,,,
graphic biography,/works/OL3280252W,The beats,"Harvey Pekar, Paul Buhle, Ed Piskor",2009.0,,eng,,,9709543.0
graphic biography,/works/OL9149860W,Fidel,"Nestor Kohan, Néstor Kohan",2008.0,,"spa, eng",,,2937471.0
graphic biography,/works/OL37612289W,In Disguise on the Underground Railroad,"Markia Jenai, Myra Faye Turner",2024.0,,eng,,,
graphic biography,/works/OL8819760W,Lewis and Clark (Bio-Graphics) (Bio-Graphics),Rod Espinosa,2007.0,,eng,,,2980232.0
graphic biography,/works/OL17529818W,The Beatles Graphic,Herve Bourhis,2012.0,,,,,7761290.0
graphic biography,/works/OL21611130W,Graphic Science,Darryl Cunningham,2017.0,,eng,,,13677295.0
graphic biography,/works/OL3482389W,In search of Dracula,"Raymond T. McNally, Radu Florescu",1972.0,,eng,,,256267.0
graphic biography,/works/OL4325474W,The Thames and Hudson encyclopaedia of graphic design and designers,Alan Livingston,1992.0,,eng,,,316040.0
graphic biography,/works/OL4956330W,Tyler Graphics,Kenneth E. Tyler,1987.0,,eng,,,695802.0
graphic biography,/works/OL17541847W,"Thunder Rolling Down the Mountain
            
                Graphic Library American Graphic",Agnieszka Biskup,2011.0,,,,,7785325.0
graphic biography,/works/OL7203126W,"Indian Biography, Manners, Customs, Wars",B. B. Thatcher,1910.0,,eng,,,1453062.0
graphic biography,/works/OL15164554W,The United States in Literature [with three long stories] -- Seventh Edition,"James Edwin Miller, Carlota Cárdenas de Dwyer, Kerry M. Wood, John Smith, William Bradford, Sarah Kemble Knight, William Byrd II, Cotton Mather, Jonathan Edwards, Anne Bradstreet, Taylor, Edward, Phillis Wheatley, Philip Morin Freneau, Benjamin Franklin, J. Hector St. John de Crèvecoeur, Thomas Jefferson, Thomas Paine, Washington Irving, James Fenimore Cooper, William Cullen Bryant, Henry Wadsworth Longfellow, Oliver Wendell Holmes, John Greenleaf Whittier, James Russell Lowell, James W. C. Pennington, Francis Wright, W. E. B. Du Bois, Edgar Allan Poe, Edward Rowe Snow, Ralph Waldo Emerson, Henry David Thoreau, Seattle Chief, Margaret Fuller, Harriet Jane Hanson Robinson, Nathaniel Hawthorne, Harriet Beecher Stowe, Louisa May Alcott, Frederick Douglass, Abraham Lincoln, Robert E. Lee, Mollie Dorsey Sanford, Sidney Lanier, Elizabeth Cady Stanton, Walt Whitman, Emily Dickinson, Mark Twain, Satanta, Chief Joseph, Ambrose Bierce, Mary Eleanor Wilkins Freeman, Kate Chopin, Stephen Crane, Paul Laurence Dunbar, Edwin Arlington Robinson, Edgar Lee Masters, James Thurber, Willa Cather, Sherwood Anderson, Katherine Anne Porter, F. Scott Fitzgerald, Ernest Hemingway, William Faulkner, John Steinbeck, Richard Wright, Eudora Welty, Ezra Pound, Amy Lowell, Carl Sandburg, Langston Hughes, Marianne Moore, Archibald MacLeish, Robert Frost, Countee Cullen, Edna St. Vincent Millay, Elinor Wylie, Sara Teasdale, T. S. Eliot, James Weldon Johnson, John Crowe Ransom, Wallace Stevens, Jean Toomer, William Carlos Williams, E. E. Cummings, Phyllis McGinley, Arna Bontemps, Claude McKay, Margaret Walker, Robinson Jeffers, Louise Bogan, Lewis Thomas, Dorothy Parker, Tennessee Williams, Robert Anderson, Lillian Hellman, Patrick F. McManus, William Least Heat Moon, Richard Rodriguez, Sabine R. Ulibarrí, Lorraine Hansberry, James Baldwin, Ralph Ellison, Mona Van Duyn, Richard Wilbur, Denise Levertov, David Wagoner, Theodore Roethke, Robert Hayden, Karl Jay Shapiro, Adrienne Rich, Richard Eberhart, May Swenson, Mari Evans, Maxine Kumin, Elizabeth Bishop, Howard Nemerov, Robert Lowell, Galway Kinnell, William Stafford, Randall Jarrell, Gwendolyn Brooks, John N. Morris, Sylvia Plath, Amiri Baraka, Vern Rutsala, N. Scott Momaday, Lawson Fusao Inada, Jim Wayne Miller, James Masao Mitsui, Gary Soto, Leslie Silko, Teresa Palomo Acosta, Isaac Asimov, John Updike, Bernard Malamud, Carson McCullers, Kurt Vonnegut, Flannery O'Connor, Ray Bradbury, Eugenia Collier, Annie Dillard, Henry James, Edith Wharton, Walter Blair, Paul Farmer, Theodore Hornberger, Margaret Wasson, Conrad Richter, Bernard Augustine De Voto, Pearl S. Buck, Robert Penn Warren, William Saroyan, Conrad Aiken, Sinclair Lewis, Esther Forbes, Byrd, William, John Smith, George Washington, Oliver Wendell Holmes, Sr., Herman Melville, Paul Hamilton Hayne, Henry Timrod, Abram Joseph Ryan, Bret Harte, Sarah Orne Jewett, O. Henry, Tom Wolfe, Stephen Vincent Benét, Irwin Shaw, Paul Engle, W. H. Auden, Vachel Lindsay, Leonie Adams, James Wright, Ogden Nash, David McCord, Morris Bishop, Richard Willard Armour, Don Marquis, E. J. Kahn, Paul Horgan, W. L. White, John Davenport, E. B. White, Jacques Barzun, George Santayana, Cleveland Amory, Norman Cousins, Frank C. Laubach, Vannevar Bush, Jesse Stuart, Douglas Southall Freeman, Catherine Drinker Bowen, Philip Hamburger, Eugene O'Neill, Robert C. Pooley, Clarence Day, Thornton Wilder, Theresa Helburn, Brad Schulberg",1952.0,,eng,,,6699609.0
graphic biography,/works/OL1396365W,Japanese graphic art,Lubor Hájek,1976.0,,eng,,,7258383.0
graphic biography,/works/OL37615377W,Hiding from the Nazis in Plain Sight,"Aleksandar Sotirovski, Lydia Lukidis",2024.0,,eng,,,
graphic biography,/works/OL38353006W,Graphic Artist's Diary,Panagiotis Lampridis,2021.0,,eng,,,
graphic biography,/works/OL38812156W,"Lovis Corinth, graphics & oils",Lovis Corinth,1974.0,,eng,,,
graphic biography,/works/OL1298851W,Sandro Botticelli,"Ady, Julia Mary Cartwright",1800.0,,"eng, ger, fre, ita",,,9095467.0
graphic biography,/works/OL5714608W,U-X-L graphic novelists,"Tom Pendergast, Sara Pendergast",2006.0,,eng,,,5372371.0
graphic biography,/works/OL8409943W,The Lewis and Clark Expedition (Graphic History),Jessica Sarah Gunderson,2006.0,,eng,,,4686858.0
graphic biography,/works/OL16586194W,Gandhi,Kazuki Ebine,2011.0,,eng,,,12735553.0
graphic biography,/works/OL21351207M,Eesti graafikuid =,,1980.0,,est,,,
graphic biography,/works/OL22749676W,Eesti graafikuid,,1980.0,,est,,,
graphic biography,/works/OL39093426W,Eesti graafika,Eesti Vabagraafikute Ühendus,2001.0,,mul,,,
graphic biography,/works/OL5706644W,Martin Luther King Jr.,Gary Jeffrey,2006.0,,eng,,,1746846.0
graphic biography,/works/OL15288124W,A People’s History of American Empire,"Howard Zinn, Mike Konopacki, Paul Buhle, Paul Buhle",2008.0,,eng,,,2640485.0
graphic biography,/works/OL19978021W,Bohemians,"Paul Buhle, David Berger, Luisa Cetti",2014.0,,eng,,,12520447.0
graphic biography,/works/OL145184W,Picasso,Pablo Picasso,1955.0,,"ger, eng",,,
graphic biography,/works/OL822198W,Ernst Barlach,Ernst Barlach,1928.0,,"gre, eng, spa, ger",,,2239133.0
graphic biography,/works/OL16071408W,Contemporary graphic artists,Maurice Horn,1986.0,,eng,,,7367609.0
graphic biography,/works/OL17407663W,Foucault A Graphic Guide,Zoran Jevtic,2005.0,,,,,7518159.0
graphic biography,/works/OL22953123W,Neon,Viction:workshop,2013.0,,eng,,,
graphic biography,/works/OL28363117W,American Graphic Fall 2011,"Nel Yomtov, Agnieszka Biskup",2011.0,,eng,,,
graphic biography,/works/OL5843263W,Career diary of a graphic designer,Crystal Mitchell,2006.0,,eng,,,
graphic biography,/works/OL34345711W,Bio-Graphics Set 2,ABDO Publishing Company Staff,2008.0,,eng,,,
graphic biography,/works/OL42425675W,Hitting Her Way to the Negro Leagues,"Myra Faye Turner, Markia Jenai",2025.0,,eng,,,
graphic biography,/works/OL4325475W,The Thames and Hudson encyclopaedia of graphic designers,Alan Livingston,1992.0,,,,,
graphic biography,/works/OL15077447W,Spartacus,Anita Ganeri,2005.0,,,,,3047616.0
graphic biography,/works/OL27421760W,Persepolis 3 & 4,Marjane Satrapi,2004.0,,eng,,,12648913.0
graphic biography,/works/OL2987447W,The graphic story of the American Presidents,David C. Whitney,1968.0,,eng,,,9305636.0
graphic biography,/works/OL21364458W,Naturalist,"Edward Osborne Wilson, Jim Ottaviani, C. M. Butzer",2020.0,,eng,,,14322831.0
graphic biography,/works/OL20030127W,Ghetto Klown,John Leguizamo,2015.0,,eng,,,14602535.0
graphic biography,/works/OL1222509W,Bonnard,Pierre Bonnard,1923.0,,"ita, fre, eng, ger",,,5297258.0
graphic biography,/works/OL5668475W,Top graphic design,F. H. K. Henrion,1983.0,,eng,,,
graphic biography,/works/OL5734826W,George Eastman and the Kodak Camera (Graphic Library),Jennifer Fandel,2007.0,,eng,,,1367378.0
graphic biography,/works/OL19636750W,Who is Ana Mendieta? (Blindspot Graphics),Christine Redfern,2011.0,,,,,8547431.0
graphic biography,/works/OL2938369W,Nine pioneers in American graphic design,R. Roger Remington,1989.0,,eng,,,11686552.0
graphic biography,/works/OL22049421W,Hirschfeld,Ellen Stern,2018.0,,eng,,,
graphic biography,/works/OL21202894W,Kenk,Richard Poplak,2010.0,,eng,,,10350572.0
graphic biography,/works/OL18371286W,AGI,Ben Bos,2007.0,,"eng, und",,,2468693.0
graphic biography,/works/OL4910575W,Biennale of graphic design in Brno,Biennale of Graphic Design,1981.0,,"eng, jpn",,,
graphic biography,/works/OL9046157W,Influences,"Anna Gerber, Anja Lutz, H. Hellige Klanten",2006.0,,eng,,,1037912.0
graphic biography,/works/OL22806916W,Newton war memorial,J. C. Brimblecom,1930.0,,eng,,,15026032.0
graphic biography,/works/OL11643397M,The Library of Graphic Novelists,,2005.0,,eng,,,
graphic biography,/works/OL33660824W,Mai,,,,,,,14304408.0
graphic biography,/works/OL17401979W,Introducing Derrida A Graphic Guide,Jeff Collins,2011.0,,,,,7506806.0
graphic biography,/works/OL27385699W,Pioneers of German Graphic Design,Jens Müller,2017.0,,eng,,,
graphic biography,/works/OL19982187W,Photobooth,Meags Fitzgerald,2014.0,,eng,,,
graphic biography,/works/OL18519410W,"Valentin Serov: paintings, graphic works, stage designs","G. S. Arbuzov, Valentin Serov, Grigory Arbuzov, Dmitry Sarabyanov",1982.0,,eng,,,
graphic biography,/works/OL1749439W,"My complete graphics, 1957-1979","Olsen, John",1980.0,,eng,,,
graphic biography,/works/OL20522897W,The Canadian Alternative,"Dominick Grace, Eric Hoffman",2017.0,,eng,,,9173484.0
graphic biography,/works/OL21544603W,Introducing Freud,"Richard Appignanesi, Oscar Zarate",2006.0,,eng,,,10398995.0
graphic biography,/works/OL15538524W,X,"Jessica Sarah Gunderson, William Hayden, Keith Mayes",2010.0,,eng,,,11747623.0
graphic biography,/works/OL5734840W,Louis Pasteur and Pasteurization (Graphic Library),Jennifer Fandel,2007.0,,eng,,,1367374.0
graphic biography,/works/OL20377066W,Graphic Modern History : World War I,Gary Spender Jeffrey,2013.0,,,,,9044706.0
graphic biography,/works/OL8392996W,Impeach Bush!,Bob Scott,2006.0,,eng,,,737872.0
graphic biography,/works/OL18499043W,Meggs,"Philip B. Meggs, Rob Carter",2007.0,,eng,,,
graphic biography,/works/OL15729545W,Fame - Justin Bieber - The Graphic Novel,,2011.0,,,,,6747290.0
graphic biography,/works/OL5712714W,Rosa Parks And the Montgomery Bus Boycott (Graphic History),Connie Colwell Miller,2006.0,,eng,,,463684.0
graphic biography,/works/OL19745400W,Visualizing the Beatles,"Pring, John (Graphic designer)",2018.0,,eng,,,
graphic biography,/works/OL16336109W,The Thames and Hudson encyclopaedia of graphic design and designers,,1992.0,,,,,
graphic biography,/works/OL23778976W,Diseñadores gráficos mexicanos 2000,,2000.0,,spa,,,
graphic biography,/works/OL18491946W,Who's who in graphic art,Walter Amstutz,1962.0,,"fre, eng, ger",,,
graphic biography,/works/OL26507597W,Girl on Film Original Graphic Novel,"Cecil Castellucci, Vicky Leta, Jon Berg, V. Gagnon, Melissa Duffy",2022.0,,eng,,,
graphic biography,/works/OL18852300M,Suvremenni bulgarski grafitsi =,,1981.0,,bul,,,
graphic biography,/works/OL891324W,Introducing Walter Benjamin,Howard Caygill,1998.0,,eng,,,922663.0
graphic biography,/works/OL548430W,The graphic art of C.B. Falls,Wayne G. Hammond,1982.0,,eng,,,
graphic biography,/works/OL5821588W,Will Eisner (The Library of Graphic Novelists),Robert Greenberger,2004.0,,eng,,,1746615.0
graphic biography,/works/OL18681941W,Viktoras Simankevicius,,2008.0,,mul,,,
graphic biography,/works/OL4485699W,"Texas painters, sculptors & graphic artists",John E. Powers,2000.0,,eng,,,4545485.0
graphic biography,/works/OL891254W,Introducing Newton,William Rankin,1994.0,,eng,,,922610.0
graphic biography,/works/OL32910645W,AZ-project,Dario Russo,2013.0,,ita,,,
graphic biography,/works/OL5819156W,The Adventures Of Marco Polo (Graphic History),Roger Smalley,2005.0,,eng,,,463551.0
graphic biography,/works/OL172393W,"Mr. Gillray, the caricaturist",Draper Hill,1965.0,,eng,,,
graphic biography,/works/OL16183884W,Inside the world of board graphics,Robynne Raye,2011.0,,eng,,,8663154.0
graphic biography,/works/OL17538665W,The Thames Hudson Dictionary Of Graphic Design And Designers,Isabella Livingston,2012.0,,eng,,,7778967.0
graphic biography,/works/OL5712677W,Marie Curie And Radioactivity (Graphic Library),Connie Colwell Miller,2006.0,,eng,,,1367230.0
graphic biography,/works/OL21683414W,Willie Nelson,"Havard S. Johansen, T. J. Kirsch, Coskun Kuzgun, Jesse Lonergan, Jeremy Massie",2020.0,,eng,,,
graphic biography,/works/OL17551853W,"Conquering Everest
            
                Campfire Biography",Lewis Helfand,2011.0,,,,,7805330.0
graphic biography,/works/OL21661827W,Times I Knew I Was Gay,Eleanor Crewes,2020.0,,eng,,,10444105.0
graphic biography,/works/OL8717714W,Joe Sacco (The Library of Graphic Novelists),Monica Marshall,2004.0,,eng,,,4804479.0
graphic biography,/works/OL1190496W,"J.M.W. Turner, his life and work","Lindsay, Jack",1966.0,,eng,,,7124319.0
graphic biography,/works/OL5823042W,Philo Farnsworth And the Television (Graphic Library),Ellen Sturm Niz,2006.0,,eng,,,1367231.0
graphic biography,/works/OL10663947W,Introducing Chomsky,John Maher,2004.0,,eng,,,
graphic biography,/works/OL7109833W,Introducing Joyce,David Norris,2000.0,,eng,,,10367088.0
graphic biography,/works/OL2180933W,Graphic Discovery,Howard Wainer,2004.0,,eng,,,443099.0
graphic biography,/works/OL11999157W,Profiles through the ages,Profile Press.,1953.0,,eng,,,
graphic biography,/works/OL8558972W,Bryan Talbot (The Library of Graphic Novelists),Lita Sorensen,2004.0,,eng,,,4804491.0
graphic biography,/works/OL19716130W,Visual abuse,Jim Blanchard,2016.0,,eng,,,13817294.0
graphic biography,/works/OL16299301W,Benezit dictionary of British graphic artists and illustrators,Stephen Bury,2012.0,,eng,,,
graphic biography,/works/OL31658850W,Leonardo,Andrew Kirk,2017.0,,,,,
graphic biography,/works/OL21579273W,Introducing Wagner,"Michael White, Kevin Scott",2015.0,,eng,,,
graphic biography,/works/OL848556W,Samuel Morse and the Telegraph (Graphic Library),David Seidman,2007.0,,eng,,,1367376.0
graphic biography,/works/OL21233435W,Neversleep,"Andre Andreev, Dan Covert",2008.0,,eng,,,2731349.0
graphic biography,/works/OL37924749W,Joy Division,"Barry Ryan, Brian Gorman",2015.0,,eng,,,
graphic biography,/works/OL2018689W,A graphic life of Jesus the Christ,Albert J. Shamon,1996.0,,eng,,,3822340.0
graphic biography,/works/OL21065853W,Pierre Bonnard,"Colta Ives, Helen Gianbruni, Sasha M. Newman",2013.0,,eng,,,
graphic biography,/works/OL15325595W,Hedy Lamarr And a Secret Communication System (Graphic Library),Trina Robbins,2006.0,,eng,,,1367223.0
graphic biography,/works/OL27774045W,"Katie Luther, the graphic novel",Susan K. Leigh,2016.0,,eng,,,
graphic biography,/works/OL28299923W,Daniel O'Connell,"Jody Moylan, Mateusz Nowakowski",2016.0,,eng,,,13644019.0
graphic biography,/works/OL17551935W,"The Mysterious Death of Tom Thomson
            
                Graphic Novels",George A. Walker,2012.0,,,,,7805492.0
graphic biography,/works/OL19992875W,Marx,Corinne Maier,2013.0,,eng,,,13596634.0
graphic biography,/works/OL9216711W,Art and Artists of South Africa,Esmé Berman,1970.0,,eng,,,4985212.0
graphic biography,/works/OL32646589W,Herb Lubalin,Adrian Shaughnessy,2013.0,,eng,,,
graphic biography,/works/OL5716997W,Johann Gutenburg And the Printing Press (Graphic Library),Kay Melchisedech Olson,2006.0,,eng,,,1367226.0
graphic biography,/works/OL19992863W,Metallica,Jim McCarthy,2014.0,,eng,,,13419154.0
graphic biography,/works/OL20052789W,Introducing Descartes,David Robinson,2010.0,,eng,,,11654375.0
graphic biography,/works/OL27962392W,Complete Biography of Abraham Lincoln,"Lord Charnwood, Resul Erdagi",2012.0,,,,,
graphic biography,/works/OL5716991W,Frank Zamboni and the Ice-resurfacing Machine (Graphic Library),Kay Melchisedech Olson,2007.0,,eng,,,4816702.0
graphic biography,/works/OL2991372W,Introducing Stephen Hawking,"McEvoy, J. P.",1995.0,,eng,,,922626.0
graphic biography,/works/OL3363168W,Introducing semiotics,"Paul Cobley, Litza Jansz",1997.0,,"eng, spa",,,922646.0
graphic biography,/works/OL32138773W,Der Atem,Thomas Bernhard,2021.0,,ger,,,
graphic biography,/works/OL21227147W,Wright Brothers and the Airplane,"Xavier Niz, Keith Williams",2007.0,,eng,,,1367375.0
graphic biography,/works/OL5252999W,Fann al-jirāfīk al-Miṣrī,Fatḥī Aḥmad,1985.0,,ara,,,
graphic biography,/works/OL18591012W,Olle Eksell,Olle Eksell,2006.0,,jpn,,,2261911.0
graphic biography,/works/OL17406085W,Mendoza The Jew Boxing Manliness And Nationalism A Graphic History,Ronald Schechter,2014.0,,,,,7515027.0
graphic biography,/works/OL15049161W,Jonas Salk And the Polio Vaccine (Graphic Library),Katherine E. Krohn,2006.0,,eng,,,1367227.0
graphic biography,/works/OL31218276W,Paul Cezanne;,John Rewald,1939.0,,eng,,,13737083.0
graphic biography,/works/OL8409913W,Alexander Graham Bell And the Telephone (Graphic Library),Charles Barnett III,2006.0,,eng,,,
graphic biography,/works/OL518260W,The complete letters of Vincent van Gogh,Vincent van Gogh,1958.0,,eng,,,4432317.0
graphic biography,/works/OL12977276W,Matthaeus Merian d. A.: eine Biographie,Lucas Heinrich W uthrich,2007.0,,ger,,,
graphic biography,/works/OL17554602W,"Female Force JK Rowling Graphic Novel Edition
            
                Female Force",Adam Gragg,2010.0,,eng,,,7810812.0
graphic biography,/works/OL20451632W,The Marvel a Biography of Jack Parsons,Richard S Carbonnea Robin Simon,2010.0,,,,,9117838.0
graphic biography,/works/OL6618872W,"Gladstone-Parnell, and the great Irish struggle","T. P. O'Connor, Robert M. MacWade, R. M. McWade, Charles Stewart Parnell",1886.0,,eng,,,5671944.0
graphic biography,/works/OL5826279W,Charles Darwin and the Theory of Evolution (Graphic Library),Heather Adamson,2007.0,,eng,,,4816686.0
graphic biography,/works/OL18233950W,"The work of Bruce Rogers, jack of all trades, master of one",American Institute of Graphic Arts,1939.0,,eng,,,11940124.0
graphic biography,/works/OL17583120W,Gabba Gabba Hey The Graphic Story Of The Ramones,Jim McCarthy,2013.0,,,,,7866948.0
graphic biography,/works/OL5712288W,The Battle of the Alamo,"Matt Doeden, Charles Barnett III, Phil Miller",2000.0,,"eng, spa",,,463552.0
graphic biography,/works/OL23381003W,Yours in music,Ravi Shankar,2013.0,,eng,,,
graphic biography,/works/OL8987205W,All Access,Stefan G. Bucher,2004.0,,eng,,,868321.0
graphic biography,/works/OL6692358W,A pictorial biography of Heinrich August Henkelmann,Mary Henkelmann,1977.0,,eng,,,
graphic biography,/works/OL5735178W,Persepolis 2,Marjane Satrapi,2001.0,,"eng, spa, heb, fre",,,2963930.0
graphic biography,/works/OL22323066W,Black history leaders,Chris Ward,2010.0,,eng,,,
graphic biography,/works/OL35160W,Walker Evans,"Walker Evans, Jeff L. Rosenheim, Maria Morris Hambourg, Douglas Eklund, Mia Fineman",1938.0,,"eng, ita, fre",,,2096352.0
graphic biography,/works/OL20077660W,Yoshitaka Amano: The Illustrated Biography-Beyond the Fantasy,"Florent Gorges, Luc Petronille",2018.0,,,,,8750139.0
graphic biography,/works/OL8783148W,Tenisu no ōjisama,Takeshi Konomi,2001.0,,"eng, cmn, chi",,,11698729.0
graphic biography,/works/OL2046000W,Billy the Kid,Willard Ballow,1998.0,,eng,,,
graphic biography,/works/OL7203122W,Indian life and battles,B. B. Thatcher,1910.0,,eng,,,6040131.0
graphic biography,/works/OL23309261W,Radical Jesus,Paul Buhle,2013.0,,eng,,,
graphic biography,/works/OL8360025W,Isaac Newton and the Laws of Motion (Graphic Library),Andrea Gianopoulos,2007.0,,eng,,,1367377.0
graphic biography,/works/OL19731996W,Magritte,Vincent Zabus,2017.0,,eng,,,14493506.0
graphic biography,/works/OL5818853W,El Valiente Escape De Ellen Y William Craft,Donald B. Lemke,2006.0,,spa,,,2561036.0
graphic biography,/works/OL5503004W,Walter J. Phillips,Roger Boulet,1981.0,,eng,,,
graphic biography,/works/OL22686604W,Sŭvremenni bŭlgarski grafit︠s︡i,"Borislav Stoev, Ani Vladimirova",1981.0,,bul,,,
graphic biography,/works/OL21692114W,Edmund Hillary : a Biography,Michael Gill,2019.0,,eng,,,13911633.0
graphic biography,/works/OL2555500W,Escher,M. C. Escher,1982.0,,eng,,,
graphic biography,/works/OL16999282W,Who's who in graphic design,,1994.0,,eng,,,9877262.0
