title,author,first_publish_year,publisher,language,subject,isbn,cover_i,description,search_term,ol_key,filter_text,clean_description,clean_subject,combined_text,cover_url
Les 120 Journées de Sodome,Marquis de Sade,1953.0,,"chi, dut, fre, spa, eng",,,9262264.0,"A pornographic novel by the infamous Sade, the story relates the tale of four men who sequester themselves at a remote chateau with various women, men and young girls with the intention of experiencing the ultimate sexual gratification by indulging in a series of orgies. A novel that requires a strong stomach.",illustrated novel,/works/OL962210W,"les 120 journées de sodome marquis de sade  a pornographic novel by the infamous sade, the story relates the tale of four men who sequester themselves at a remote chateau with various women, men and young girls with the intention of experiencing the ultimate sexual gratification by indulging in a series of orgies. a novel that requires a strong stomach.",a pornographic novel by the infamous sade the story relates the tale of four men who sequester themselves at a remote chateau with various women men and young girls with the intention of experiencing the ultimate sexual gratification by indulging in a series of orgies a novel that requires a strong stomach,,Les 120 Journées de Sodome Marquis de Sade  a pornographic novel by the infamous sade the story relates the tale of four men who sequester themselves at a remote chateau with various women men and young girls with the intention of experiencing the ultimate sexual gratification by indulging in a series of orgies a novel that requires a strong stomach,https://covers.openlibrary.org/b/id/9262264-M.jpg
The Eyes of the Dragon,Stephen King,1959.0,,"eng, pol, ger, spa, rus",,,8524085.0,"The Eyes of the Dragon is a fantasy novel by American writer Stephen King, first published as a limited edition slipcased hardcover by Philtrum Press in 1984, illustrated by Kenneth R. Linkhauser. The novel would later be published for the mass market by Viking in 1987, with illustrations by David Palladini. This trade edition was slightly revised for publication. The 1995 French edition did not reproduce the American illustrations; it included brand new illustrations by Christian Heinrich, and a 2016 new French version also included brand new illustrations, by Nicolas Duffaut.

At the time of publication, it was a deviation from the norm for King, who was best known for his horror fiction. The book is a work of epic fantasy in a quasi-medieval setting, with a clearly established battle between good and evil, and magic playing a lead role. The Eyes of the Dragon was originally titled The Napkins.


----------
Also contained in:
[Ominbus](https://openlibrary.org/works/OL25080326W)",illustrated novel,/works/OL81602W,"the eyes of the dragon stephen king  the eyes of the dragon is a fantasy novel by american writer stephen king, first published as a limited edition slipcased hardcover by philtrum press in 1984, illustrated by kenneth r. linkhauser. the novel would later be published for the mass market by viking in 1987, with illustrations by david palladini. this trade edition was slightly revised for publication. the 1995 french edition did not reproduce the american illustrations; it included brand new illustrations by christian heinrich, and a 2016 new french version also included brand new illustrations, by nicolas duffaut.

at the time of publication, it was a deviation from the norm for king, who was best known for his horror fiction. the book is a work of epic fantasy in a quasi-medieval setting, with a clearly established battle between good and evil, and magic playing a lead role. the eyes of the dragon was originally titled the napkins.


----------
also contained in:
[ominbus](https://openlibrary.org/works/ol25080326w)",the eyes of the dragon is a fantasy novel by american writer stephen king first published as a limited edition slipcased hardcover by philtrum press in 1984 illustrated by kenneth r linkhauser the novel would later be published for the mass market by viking in 1987 with illustrations by david palladini this trade edition was slightly revised for publication the 1995 french edition did not reproduce the american illustrations it included brand new illustrations by christian heinrich and a 2016 new french version also included brand new illustrations by nicolas duffaut at the time of publication it was a deviation from the norm for king who was best known for his horror fiction the book is a work of epic fantasy in a quasi medieval setting with a clearly established battle between good and evil and magic playing a lead role the eyes of the dragon was originally titled the napkins also contained in ominbus,,The Eyes of the Dragon Stephen King  the eyes of the dragon is a fantasy novel by american writer stephen king first published as a limited edition slipcased hardcover by philtrum press in 1984 illustrated by kenneth r linkhauser the novel would later be published for the mass market by viking in 1987 with illustrations by david palladini this trade edition was slightly revised for publication the 1995 french edition did not reproduce the american illustrations it included brand new illustrations by christian heinrich and a 2016 new french version also included brand new illustrations by nicolas duffaut at the time of publication it was a deviation from the norm for king who was best known for his horror fiction the book is a work of epic fantasy in a quasi medieval setting with a clearly established battle between good and evil and magic playing a lead role the eyes of the dragon was originally titled the napkins also contained in ominbus,https://covers.openlibrary.org/b/id/8524085-M.jpg
Aphrodite (ancient manners),"Pierre Louÿs, Jean-Paul Goujon, Prepared by Pierre Louys; Willis L. Parker, Georges Bess, Milo Manara",1848.0,,"arm, dut, eng, jpn, cat",,,9010679.0,"This was ""the only only complete English version extant"" of a novel originally in French about a courtesan living in ancient Alexandria.  The book is lavishly illustrated, but is sloppy in other ways.  For instance, every time there is a full page illustration (and there are many) the page numbering skips, and the margins of the page are not evenly wide.  This is the kind of book that you had to cut the pages with a knife before you could read it.

You could call the story erotica, but it is no worse than The Decameron or Chaucer.  It must have been pretty hot reading in 1906.

The book has a page stating ""This Edition on Large Paper is limited to 1000 copies of which this is No......"" but nobody bothered to fill in the number, so I would guess that more than 1,000 of these were printed.",illustrated novel,/works/OL1237227W,"aphrodite (ancient manners) pierre louÿs, jean-paul goujon, prepared by pierre louys; willis l. parker, georges bess, milo manara  this was ""the only only complete english version extant"" of a novel originally in french about a courtesan living in ancient alexandria.  the book is lavishly illustrated, but is sloppy in other ways.  for instance, every time there is a full page illustration (and there are many) the page numbering skips, and the margins of the page are not evenly wide.  this is the kind of book that you had to cut the pages with a knife before you could read it.

you could call the story erotica, but it is no worse than the decameron or chaucer.  it must have been pretty hot reading in 1906.

the book has a page stating ""this edition on large paper is limited to 1000 copies of which this is no......"" but nobody bothered to fill in the number, so i would guess that more than 1,000 of these were printed.",this was the only only complete english version extant of a novel originally in french about a courtesan living in ancient alexandria the book is lavishly illustrated but is sloppy in other ways for instance every time there is a full page illustration and there are many the page numbering skips and the margins of the page are not evenly wide this is the kind of book that you had to cut the pages with a knife before you could read it you could call the story erotica but it is no worse than the decameron or chaucer it must have been pretty hot reading in 1906 the book has a page stating this edition on large paper is limited to 1000 copies of which this is no but nobody bothered to fill in the number so i would guess that more than 1 000 of these were printed,,"Aphrodite (ancient manners) Pierre Louÿs, Jean-Paul Goujon, Prepared by Pierre Louys; Willis L. Parker, Georges Bess, Milo Manara  this was the only only complete english version extant of a novel originally in french about a courtesan living in ancient alexandria the book is lavishly illustrated but is sloppy in other ways for instance every time there is a full page illustration and there are many the page numbering skips and the margins of the page are not evenly wide this is the kind of book that you had to cut the pages with a knife before you could read it you could call the story erotica but it is no worse than the decameron or chaucer it must have been pretty hot reading in 1906 the book has a page stating this edition on large paper is limited to 1000 copies of which this is no but nobody bothered to fill in the number so i would guess that more than 1 000 of these were printed",https://covers.openlibrary.org/b/id/9010679-M.jpg
Watchmen,"Alan Moore, Dave Gibbons, John Higgins",1987.0,,"eng, fre, spa, por, ger",,,7774899.0,"""This book examines each of the series' twelve issues in unprecedented detail, moving page by page and panel by panel to reveal the hidden foundations of this milestone in modern storytelling. Edited with notes by Leslie S. Klinger, this new edition draws upon critical and scholastic commentary, in-depth interviews with Dave Gibbons, and previously unseen original source material. Klinger provides the reader with a unique and comprehensive view of Watchmen as both a singular artistic achievement and a transformative event in the history of comics as a medium. Set in a world in which history has been forever altered by the existence of superheroes, Alan Moore and Dave Gibbons' monumental graphic novel Watchmen is one of the most influential comic book series of all time. Following two generations of masked crime-fighters from the end of World War II to the height of the Cold War, this compelling tale unfolds from a simple murder mystery into an epic saga of power, corruption and the ultimate meaning of humanity. More than 30 years after it was first published, Moore and Gibbons' masterpiece continues to inspire and entertain readers around the world. Named one of Time magazine's 100 best English-language novels of the 20th century, Watchmen has won countless critical accolades and honors, including the Eisner Award and the Hugo Award""--",illustrated novel,/works/OL2897798W,"watchmen alan moore, dave gibbons, john higgins  ""this book examines each of the series' twelve issues in unprecedented detail, moving page by page and panel by panel to reveal the hidden foundations of this milestone in modern storytelling. edited with notes by leslie s. klinger, this new edition draws upon critical and scholastic commentary, in-depth interviews with dave gibbons, and previously unseen original source material. klinger provides the reader with a unique and comprehensive view of watchmen as both a singular artistic achievement and a transformative event in the history of comics as a medium. set in a world in which history has been forever altered by the existence of superheroes, alan moore and dave gibbons' monumental graphic novel watchmen is one of the most influential comic book series of all time. following two generations of masked crime-fighters from the end of world war ii to the height of the cold war, this compelling tale unfolds from a simple murder mystery into an epic saga of power, corruption and the ultimate meaning of humanity. more than 30 years after it was first published, moore and gibbons' masterpiece continues to inspire and entertain readers around the world. named one of time magazine's 100 best english-language novels of the 20th century, watchmen has won countless critical accolades and honors, including the eisner award and the hugo award""--",this book examines each of the series twelve issues in unprecedented detail moving page by page and panel by panel to reveal the hidden foundations of this milestone in modern storytelling edited with notes by leslie s klinger this new edition draws upon critical and scholastic commentary in depth interviews with dave gibbons and previously unseen original source material klinger provides the reader with a unique and comprehensive view of watchmen as both a singular artistic achievement and a transformative event in the history of comics as a medium set in a world in which history has been forever altered by the existence of superheroes alan moore and dave gibbons monumental graphic novel watchmen is one of the most influential comic book series of all time following two generations of masked crime fighters from the end of world war ii to the height of the cold war this compelling tale unfolds from a simple murder mystery into an epic saga of power corruption and the ultimate meaning of humanity more than 30 years after it was first published moore and gibbons masterpiece continues to inspire and entertain readers around the world named one of time magazine s 100 best english language novels of the 20th century watchmen has won countless critical accolades and honors including the eisner award and the hugo award,,"Watchmen Alan Moore, Dave Gibbons, John Higgins  this book examines each of the series twelve issues in unprecedented detail moving page by page and panel by panel to reveal the hidden foundations of this milestone in modern storytelling edited with notes by leslie s klinger this new edition draws upon critical and scholastic commentary in depth interviews with dave gibbons and previously unseen original source material klinger provides the reader with a unique and comprehensive view of watchmen as both a singular artistic achievement and a transformative event in the history of comics as a medium set in a world in which history has been forever altered by the existence of superheroes alan moore and dave gibbons monumental graphic novel watchmen is one of the most influential comic book series of all time following two generations of masked crime fighters from the end of world war ii to the height of the cold war this compelling tale unfolds from a simple murder mystery into an epic saga of power corruption and the ultimate meaning of humanity more than 30 years after it was first published moore and gibbons masterpiece continues to inspire and entertain readers around the world named one of time magazine s 100 best english language novels of the 20th century watchmen has won countless critical accolades and honors including the eisner award and the hugo award",https://covers.openlibrary.org/b/id/7774899-M.jpg
"Windsor Castle, an historical romance",William Harrison Ainsworth,1800.0,,"chi, eng",,,756045.0,Historical romance dealing with the love story of Henry VIII with Anne Boleyn and his subsequent attachment to Jane Seymour. It is beautifully illustrated.,illustrated novel,/works/OL5201524W,"windsor castle, an historical romance william harrison ainsworth  historical romance dealing with the love story of henry viii with anne boleyn and his subsequent attachment to jane seymour. it is beautifully illustrated.",historical romance dealing with the love story of henry viii with anne boleyn and his subsequent attachment to jane seymour it is beautifully illustrated,,"Windsor Castle, an historical romance William Harrison Ainsworth  historical romance dealing with the love story of henry viii with anne boleyn and his subsequent attachment to jane seymour it is beautifully illustrated",https://covers.openlibrary.org/b/id/756045-M.jpg
Sir Gibbie,George MacDonald,1879.0,,eng,,,14357697.0,"This new illustrated translation of George Macdonald's beloved tale features all the complete original text, with the dialogue portions, which have proven such a barrier in the past to would be readers, split into two columns: the broad Scots on the left, the English translation on the right. Endorsed by C S Lewis's stepson Douglas Gresham, and a number of other authorities on both Lewis and MacDonald, and beautifully illustrated by artist Carrie Stout, this long-awaited aid to understanding Sir Gibbie is a must for all lovers of the 19th century preacher-poet!",illustrated novel,/works/OL15447W,"sir gibbie george macdonald  this new illustrated translation of george macdonald's beloved tale features all the complete original text, with the dialogue portions, which have proven such a barrier in the past to would be readers, split into two columns: the broad scots on the left, the english translation on the right. endorsed by c s lewis's stepson douglas gresham, and a number of other authorities on both lewis and macdonald, and beautifully illustrated by artist carrie stout, this long-awaited aid to understanding sir gibbie is a must for all lovers of the 19th century preacher-poet!",this new illustrated translation of george macdonald s beloved tale features all the complete original text with the dialogue portions which have proven such a barrier in the past to would be readers split into two columns the broad scots on the left the english translation on the right endorsed by c s lewis s stepson douglas gresham and a number of other authorities on both lewis and macdonald and beautifully illustrated by artist carrie stout this long awaited aid to understanding sir gibbie is a must for all lovers of the 19th century preacher poet,,Sir Gibbie George MacDonald  this new illustrated translation of george macdonald s beloved tale features all the complete original text with the dialogue portions which have proven such a barrier in the past to would be readers split into two columns the broad scots on the left the english translation on the right endorsed by c s lewis s stepson douglas gresham and a number of other authorities on both lewis and macdonald and beautifully illustrated by artist carrie stout this long awaited aid to understanding sir gibbie is a must for all lovers of the 19th century preacher poet,https://covers.openlibrary.org/b/id/14357697-M.jpg
A Monster Calls,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0,,"ita, eng",,,7011713.0,"A brilliant, graphic novel written by young but promising Patrick Ness. This is the story about 13 year old Conor and his mother who is dying of cancer. Conor has to face the cruelty of real life and learn to let his close and dearest go. When no human can help him Monster appears...",illustrated novel,/works/OL16341254W,"a monster calls patrick ness, jim kay, siobhan dowd  a brilliant, graphic novel written by young but promising patrick ness. this is the story about 13 year old conor and his mother who is dying of cancer. conor has to face the cruelty of real life and learn to let his close and dearest go. when no human can help him monster appears...",a brilliant graphic novel written by young but promising patrick ness this is the story about 13 year old conor and his mother who is dying of cancer conor has to face the cruelty of real life and learn to let his close and dearest go when no human can help him monster appears,,"A Monster Calls Patrick Ness, Jim Kay, Siobhan Dowd  a brilliant graphic novel written by young but promising patrick ness this is the story about 13 year old conor and his mother who is dying of cancer conor has to face the cruelty of real life and learn to let his close and dearest go when no human can help him monster appears",https://covers.openlibrary.org/b/id/7011713-M.jpg
Cruddy,Lynda Barry,1999.0,,eng,,,426143.0,"**Fiction, Graphic Novel:** 
A psycho-killer's daughter narrates her gory youth. Disguised as a boy she accompanies her father on his murderous jobs, during which she pretends to be a mute so as not to give away her voice. One of the more memorable tasks is disposing of dead mobsters in a slaughterhouse.

On a September night in 1971, a few days after getting busted for dropping acid, a sixteen-year-old curls up in the corner of her ratty bedroom and begins to write.
Now the truth can finally be revealed about the mysterious day long ago when the authorities found a child, calmly walking in the boiling desert, covered with blood.
The girl is Roberta Rohbeson, and her rant against a world bounded by ""the cruddy top bedroom of a cruddy rental house on a very cruddy mud road"" soon becomes a detailed account of another story, one that she has kept silent since she was eleven.
Darkly funny and resonant with humanity, Cruddy, masterfully intertwines Roberta's stories -- part Easy Rider and part bipolar Wizard of Oz. These stories, the backbone of Roberta's short life, include a one-way trip across America fueled by revenge and greed and a vivid cast of characters, starring Roberta's dangerous father, the owners of the Knocking Hammer Bar-cum-slaughterhouse, and runaway adolescents. With a teenager's eye for freakish detail and a nervous ability to make the most horrible scenes seem hilarious, Cruddy is a stunning achievement.",illustrated novel,/works/OL16069783W,"cruddy lynda barry  **fiction, graphic novel:** 
a psycho-killer's daughter narrates her gory youth. disguised as a boy she accompanies her father on his murderous jobs, during which she pretends to be a mute so as not to give away her voice. one of the more memorable tasks is disposing of dead mobsters in a slaughterhouse.

on a september night in 1971, a few days after getting busted for dropping acid, a sixteen-year-old curls up in the corner of her ratty bedroom and begins to write.
now the truth can finally be revealed about the mysterious day long ago when the authorities found a child, calmly walking in the boiling desert, covered with blood.
the girl is roberta rohbeson, and her rant against a world bounded by ""the cruddy top bedroom of a cruddy rental house on a very cruddy mud road"" soon becomes a detailed account of another story, one that she has kept silent since she was eleven.
darkly funny and resonant with humanity, cruddy, masterfully intertwines roberta's stories -- part easy rider and part bipolar wizard of oz. these stories, the backbone of roberta's short life, include a one-way trip across america fueled by revenge and greed and a vivid cast of characters, starring roberta's dangerous father, the owners of the knocking hammer bar-cum-slaughterhouse, and runaway adolescents. with a teenager's eye for freakish detail and a nervous ability to make the most horrible scenes seem hilarious, cruddy is a stunning achievement.",fiction graphic novel a psycho killer s daughter narrates her gory youth disguised as a boy she accompanies her father on his murderous jobs during which she pretends to be a mute so as not to give away her voice one of the more memorable tasks is disposing of dead mobsters in a slaughterhouse on a september night in 1971 a few days after getting busted for dropping acid a sixteen year old curls up in the corner of her ratty bedroom and begins to write now the truth can finally be revealed about the mysterious day long ago when the authorities found a child calmly walking in the boiling desert covered with blood the girl is roberta rohbeson and her rant against a world bounded by the cruddy top bedroom of a cruddy rental house on a very cruddy mud road soon becomes a detailed account of another story one that she has kept silent since she was eleven darkly funny and resonant with humanity cruddy masterfully intertwines roberta s stories part easy rider and part bipolar wizard of oz these stories the backbone of roberta s short life include a one way trip across america fueled by revenge and greed and a vivid cast of characters starring roberta s dangerous father the owners of the knocking hammer bar cum slaughterhouse and runaway adolescents with a teenager s eye for freakish detail and a nervous ability to make the most horrible scenes seem hilarious cruddy is a stunning achievement,,Cruddy Lynda Barry  fiction graphic novel a psycho killer s daughter narrates her gory youth disguised as a boy she accompanies her father on his murderous jobs during which she pretends to be a mute so as not to give away her voice one of the more memorable tasks is disposing of dead mobsters in a slaughterhouse on a september night in 1971 a few days after getting busted for dropping acid a sixteen year old curls up in the corner of her ratty bedroom and begins to write now the truth can finally be revealed about the mysterious day long ago when the authorities found a child calmly walking in the boiling desert covered with blood the girl is roberta rohbeson and her rant against a world bounded by the cruddy top bedroom of a cruddy rental house on a very cruddy mud road soon becomes a detailed account of another story one that she has kept silent since she was eleven darkly funny and resonant with humanity cruddy masterfully intertwines roberta s stories part easy rider and part bipolar wizard of oz these stories the backbone of roberta s short life include a one way trip across america fueled by revenge and greed and a vivid cast of characters starring roberta s dangerous father the owners of the knocking hammer bar cum slaughterhouse and runaway adolescents with a teenager s eye for freakish detail and a nervous ability to make the most horrible scenes seem hilarious cruddy is a stunning achievement,https://covers.openlibrary.org/b/id/426143-M.jpg
From hell,"Alan Moore, Eddie Campbell",1991.0,,"fre, por, eng",,,652474.0,"FROM HELL is the story of Jack the Ripper, perhaps the most infamous man in the annals of murder. Detailing the events leading up to the Whitechapel killings and the cover-up that followed, FROM HELL is a meditation on the mind of a madman whose savagery and violence gave birth to the 20th century. The serialized story, presented in its entirety in this volume, has garnered widespread attention from critics and scholars. Often regarded as one of the most significant graphic novels ever published, FROM HELL combines meticulous research with educated speculation, resulting in a masterpiece of historical fiction both compelling and terrifying. This new edition, which has been completely re-mastered, is certainly the finest edition of the book produced to date.",illustrated novel,/works/OL2897795W,"from hell alan moore, eddie campbell  from hell is the story of jack the ripper, perhaps the most infamous man in the annals of murder. detailing the events leading up to the whitechapel killings and the cover-up that followed, from hell is a meditation on the mind of a madman whose savagery and violence gave birth to the 20th century. the serialized story, presented in its entirety in this volume, has garnered widespread attention from critics and scholars. often regarded as one of the most significant graphic novels ever published, from hell combines meticulous research with educated speculation, resulting in a masterpiece of historical fiction both compelling and terrifying. this new edition, which has been completely re-mastered, is certainly the finest edition of the book produced to date.",from hell is the story of jack the ripper perhaps the most infamous man in the annals of murder detailing the events leading up to the whitechapel killings and the cover up that followed from hell is a meditation on the mind of a madman whose savagery and violence gave birth to the 20th century the serialized story presented in its entirety in this volume has garnered widespread attention from critics and scholars often regarded as one of the most significant graphic novels ever published from hell combines meticulous research with educated speculation resulting in a masterpiece of historical fiction both compelling and terrifying this new edition which has been completely re mastered is certainly the finest edition of the book produced to date,,"From hell Alan Moore, Eddie Campbell  from hell is the story of jack the ripper perhaps the most infamous man in the annals of murder detailing the events leading up to the whitechapel killings and the cover up that followed from hell is a meditation on the mind of a madman whose savagery and violence gave birth to the 20th century the serialized story presented in its entirety in this volume has garnered widespread attention from critics and scholars often regarded as one of the most significant graphic novels ever published from hell combines meticulous research with educated speculation resulting in a masterpiece of historical fiction both compelling and terrifying this new edition which has been completely re mastered is certainly the finest edition of the book produced to date",https://covers.openlibrary.org/b/id/652474-M.jpg
Visual storytelling,"Todd James Pierce, Ryan G. Van Cleave",2016.0,,eng,,,13899999.0,"Visual Storytelling features a comprehensive survey of contemporary graphic narratives that encourages reflection, discussion, and various response projects in the writing or literature classroom. With its thematic organization, Visual Storytelling uses graphic narrative to identify intersections not just between visual and verbal language, but also between the overarching themes of identity, history, politics, and the arts.",visual storytelling,/works/OL20035074W,"visual storytelling todd james pierce, ryan g. van cleave  visual storytelling features a comprehensive survey of contemporary graphic narratives that encourages reflection, discussion, and various response projects in the writing or literature classroom. with its thematic organization, visual storytelling uses graphic narrative to identify intersections not just between visual and verbal language, but also between the overarching themes of identity, history, politics, and the arts.",visual storytelling features a comprehensive survey of contemporary graphic narratives that encourages reflection discussion and various response projects in the writing or literature classroom with its thematic organization visual storytelling uses graphic narrative to identify intersections not just between visual and verbal language but also between the overarching themes of identity history politics and the arts,,"Visual storytelling Todd James Pierce, Ryan G. Van Cleave  visual storytelling features a comprehensive survey of contemporary graphic narratives that encourages reflection discussion and various response projects in the writing or literature classroom with its thematic organization visual storytelling uses graphic narrative to identify intersections not just between visual and verbal language but also between the overarching themes of identity history politics and the arts",https://covers.openlibrary.org/b/id/13899999-M.jpg
Visual storytelling,Morgan Sandler,2018.0,,eng,,,,"""If you've ever wondered how professional filmmakers produce such dynamic images, then this book is for you! Visual Storytelling will help you capture masterful images without a Hollywood budget. The book covers everything from basic story structure to composition, lighting, and camera work. Visual Storytelling is your standalone course in directing and cinematography that will give you all the tools you need to deliver a visually compelling film.""--Back cover.",visual storytelling,/works/OL19764134W,"visual storytelling morgan sandler  ""if you've ever wondered how professional filmmakers produce such dynamic images, then this book is for you! visual storytelling will help you capture masterful images without a hollywood budget. the book covers everything from basic story structure to composition, lighting, and camera work. visual storytelling is your standalone course in directing and cinematography that will give you all the tools you need to deliver a visually compelling film.""--back cover.",if you ve ever wondered how professional filmmakers produce such dynamic images then this book is for you visual storytelling will help you capture masterful images without a hollywood budget the book covers everything from basic story structure to composition lighting and camera work visual storytelling is your standalone course in directing and cinematography that will give you all the tools you need to deliver a visually compelling film back cover,,Visual storytelling Morgan Sandler  if you ve ever wondered how professional filmmakers produce such dynamic images then this book is for you visual storytelling will help you capture masterful images without a hollywood budget the book covers everything from basic story structure to composition lighting and camera work visual storytelling is your standalone course in directing and cinematography that will give you all the tools you need to deliver a visually compelling film back cover,
Visual Storytelling with D3,Ritchie S. King,2014.0,,eng,,,14357280.0,"""Data-driven graphics are everywhere these days, from websites and mobile apps to interactive journalism and high-end presentations. Using D3, you can create graphics that are visually stunning and powerfully effective. Visual Storytelling with D3 is a hands-on, full-colour tutorial that teaches you to design charts and data visualizations to tell your story quickly and intuitively, and that shows you how to wield the powerful D3 JavaScript library. Drawing on his extensive experience as a professional graphic artist, writer, and programmer, Ritchie S. King walks you through a complete sample project--from conception through data selection and design. Step by step, you'll build your skills, mastering increasingly sophisticated graphical forms and techniques. If you know a little HTML and CSS, you have all the technical background you'll need to master D3. This tutorial is for web designers creating graphics-driven sites, services, tools, or dashboards; online journalists who want to visualize their content; researchers seeking to communicate their results more intuitively; marketers aiming to deepen their connections with customers; and for any data visualization enthusiast""--Back cover.",visual storytelling,/works/OL21062501W,"visual storytelling with d3 ritchie s. king  ""data-driven graphics are everywhere these days, from websites and mobile apps to interactive journalism and high-end presentations. using d3, you can create graphics that are visually stunning and powerfully effective. visual storytelling with d3 is a hands-on, full-colour tutorial that teaches you to design charts and data visualizations to tell your story quickly and intuitively, and that shows you how to wield the powerful d3 javascript library. drawing on his extensive experience as a professional graphic artist, writer, and programmer, ritchie s. king walks you through a complete sample project--from conception through data selection and design. step by step, you'll build your skills, mastering increasingly sophisticated graphical forms and techniques. if you know a little html and css, you have all the technical background you'll need to master d3. this tutorial is for web designers creating graphics-driven sites, services, tools, or dashboards; online journalists who want to visualize their content; researchers seeking to communicate their results more intuitively; marketers aiming to deepen their connections with customers; and for any data visualization enthusiast""--back cover.",data driven graphics are everywhere these days from websites and mobile apps to interactive journalism and high end presentations using d3 you can create graphics that are visually stunning and powerfully effective visual storytelling with d3 is a hands on full colour tutorial that teaches you to design charts and data visualizations to tell your story quickly and intuitively and that shows you how to wield the powerful d3 javascript library drawing on his extensive experience as a professional graphic artist writer and programmer ritchie s king walks you through a complete sample project from conception through data selection and design step by step you ll build your skills mastering increasingly sophisticated graphical forms and techniques if you know a little html and css you have all the technical background you ll need to master d3 this tutorial is for web designers creating graphics driven sites services tools or dashboards online journalists who want to visualize their content researchers seeking to communicate their results more intuitively marketers aiming to deepen their connections with customers and for any data visualization enthusiast back cover,,Visual Storytelling with D3 Ritchie S. King  data driven graphics are everywhere these days from websites and mobile apps to interactive journalism and high end presentations using d3 you can create graphics that are visually stunning and powerfully effective visual storytelling with d3 is a hands on full colour tutorial that teaches you to design charts and data visualizations to tell your story quickly and intuitively and that shows you how to wield the powerful d3 javascript library drawing on his extensive experience as a professional graphic artist writer and programmer ritchie s king walks you through a complete sample project from conception through data selection and design step by step you ll build your skills mastering increasingly sophisticated graphical forms and techniques if you know a little html and css you have all the technical background you ll need to master d3 this tutorial is for web designers creating graphics driven sites services tools or dashboards online journalists who want to visualize their content researchers seeking to communicate their results more intuitively marketers aiming to deepen their connections with customers and for any data visualization enthusiast back cover,https://covers.openlibrary.org/b/id/14357280-M.jpg
Data Visualization,Lauren Magnuson,2016.0,,eng,,,14384208.0,"""Data Visualization: A Guide to Visual Storytelling for Libraries is a practical guide to the skills and tools needed to create beautiful and meaningful visual stories through data visualization. Learn how to sift through complex datasets to better understand a variety of metrics, such as trends in user behavior and electronic resource usage, return on investment and impact metrics, and learning and reference analytics""--",visual storytelling,/works/OL21133182W,"data visualization lauren magnuson  ""data visualization: a guide to visual storytelling for libraries is a practical guide to the skills and tools needed to create beautiful and meaningful visual stories through data visualization. learn how to sift through complex datasets to better understand a variety of metrics, such as trends in user behavior and electronic resource usage, return on investment and impact metrics, and learning and reference analytics""--",data visualization a guide to visual storytelling for libraries is a practical guide to the skills and tools needed to create beautiful and meaningful visual stories through data visualization learn how to sift through complex datasets to better understand a variety of metrics such as trends in user behavior and electronic resource usage return on investment and impact metrics and learning and reference analytics,,Data Visualization Lauren Magnuson  data visualization a guide to visual storytelling for libraries is a practical guide to the skills and tools needed to create beautiful and meaningful visual stories through data visualization learn how to sift through complex datasets to better understand a variety of metrics such as trends in user behavior and electronic resource usage return on investment and impact metrics and learning and reference analytics,https://covers.openlibrary.org/b/id/14384208-M.jpg
